#,单词,解释
11,ablaze,/ə'bleɪz//ə'blez/ - adj. 着火的；闪耀的；激昂的 - adv. 着火；闪耀 副 词: ablaze
12,abnormal,"/əb'nɔːm(ə)l//æb'nɔrml/ adj. 反常的, 异常的; 变态的 副 词: abnormally"
13,abnormality,"/æbnɔː'mælɪtɪ//ˌæbnɔr'mæləti/ - n. (身体、行为等)不正常,反常,变态,畸形 - (常用复数)反常情况；畸形物"
14,abolition,"/æbə'lɪʃ(ə)n//ˌæbə'lɪʃən/ - n. 废除, 废止 - (常用A-)黑奴制度的废除，废奴运动 - (常用A-)奴隶贩卖的制止，奴隶制度的废除 - n. 废除的, 废止的 形容词: abolitionary..."
15,aboriginal,/æbə'rɪdʒɪn(ə)l//ˌæbə'rɪdʒənl/ - adj. (据文献记载)最早就存在的，最早就有的 - (尤指人)从很早的时期就居住于某地的;土著的 - 土著居民的，具有土著人特征的 - (A-)澳洲土著居民的 - n. 土生动物(或植物) - 土著居民；澳大利亚土著居民 - (某国的)公民 - n. 土著人特征 - adv. 最早就存在；最早就有 副 词: aboriginally...
16,abort,"/ə'bɔːt//ə'bɔrt/ - vi. 流产；夭折；发育不全；堕胎 - vt. 使流产；使中止 - n. 中止计划 时 态: aborted, aborting, aborts"
17,abortive,"/ə'bɔːtɪv//ə'bɔrtɪv/ - adj. 落空的,失败的 - (动植物器官)败育的，发育不全的，发展不完全的，不 发育的 - (病情)顿挫性的 - 有堕胎作用的，引起流产的 - 流产的，小产的；(未成熟就)提前发生的 - n. 堕胎药 - 流产，小产 - adv. 落空地,失败地 - n. 落空,失败 副 词: abortively 名 词: abortiveness..."
18,abound,"/ə'baʊnd//ə'baʊnd/ vi. 充满；富于 时 态: abounded, abounding, abounds"
19,abrasive,/ə'breɪsɪv//ə'bresɪv/ - adj. 摩擦的；磨损的 - 有磨蚀作用的 - 使人厌烦的;粗鲁的 - n. (研)磨料；磨蚀剂 - 磨蚀岩屑
20,abreast,"/ə'brest//ə'brɛst/ adv. 并列, 并排"
21,absentee,/ˌæbs(ə)n'tiː//ˌæbsən'ti/ n. 缺席者
22,absorbed,/əb'sɔːbd//əb'sɔrbd/ - adj. 被…吸引住；专心致志；全神贯注 - adv. 专心致志地；全神贯注地 - n. 专心致志；全神贯注 副 词: absorbedly 名 词: absorbedness...
23,absorbing,"/əb'zɔːbɪŋ//əb'sɔrbɪŋ/ adj. 吸引人的,非常有趣的"
24,absorption,"/əb'zɔːpʃ(ə)n//əb'sɔrpʃən/ - n. 吸收,；吸收过程；吸收作用 - 专注，专心致志 - 合并；同化 - 营养物溶入血液或淋巴液 形容词: absorptive 名 词: absorptivity..."
25,abstain,"/əb'steɪn//əb'sten/ vi. 放弃；自制；避免 时 态: abstained, abstaining, abstains 名 词: abstainer"
26,abstention,/əb'stenʃ(ə)n//əb'stɛnʃən/ - n. 戒除；避免 - 弃权 - 戒绝者；(尤指投票表决时的)弃权者
27,abstinence,/'æbstɪnəns//'æbstɪnəns/ - n. 节制，禁绝，禁欲 - 戒酒 - 禁食(尤指天主教星期五禁止吃肉) - 旨在积累资本的)进项储存，节流，节支 形容词: abstinent 副 词: abstinently...
28,abstraction,"/əb'strækʃ(ə)n//æb'strækʃən/ - n. 抽象,抽取 - 抽象化；抽象过程 - 抽象概念；抽象名称 - 抽象性，抽象的特征 - 出神；心不在焉 - 不切实际的想法，空想；幻想的事物 - (艺术上的)抽象主义 - 抽象，抽离；抽离运符 - 偷窃..."
29,abundance,"/ə'bʌnd(ə)ns//ə'bʌndəns/ n. 大量, 充足"
30,abundant,"/ə'bʌnd(ə)nt//ə'bʌndənt/ adj. 大量的, 充足的 副 词: abundantly"
31,abusive,"/ə'bjuːsɪv//ə'bjʊsɪv/ - adj. 被滥用的，被误用的，被妄用的 - 虐待的；凌辱的；糟蹋的 - 骂人的, 攻击性的 - 毁谤的 - 舞弊的；腐败的 - 骗人的；欺骗性的，欺诈性的 - adv. 滥用地；虐待地；攻击性地；毁谤地；欺骗性地 - n. 滥用；虐待；攻击；毁谤；欺骗 副 词: abusively..."
32,abyss,/ə'bɪs//ə'bɪs/ n. 深渊；深邃，无底洞
33,AC,/ˌei 'si:/ abbr. Analogue Controller模拟控制器 Acabbr. actinium 锕
34,acceleration,"/əkselə'reɪʃ(ə)n//ək'sɛlə'reʃən/ - n. 加速；加快 - (车辆)加速能力,加速的幅度 - 加速度 - (优秀学生的)跳级"
35,accelerator,/ək'seləreɪtə//ək'sɛlə'retɚ/ - n. 加速者，加速物 - 加速装置(尤指车辆的油门踏板)；加速器 - 加速神经；加速肌 - 加速剂；催化剂 - (粒子)加速器；原子击破器 - (显影)促进剂 - (二轮或三轮的小型)摩托车 - 投资加速系数...
36,accentuate,"/ək'sentʃʊeɪt//ək'sɛntʃuet/ - vt. 使突出；强调 - 重读，以重音读出 - 加重音符号于 - 使恶化，使严重 时 态: accentuated, accentuating, accentuates 名 词: accentuation..."
37,accolade,"/'ækəleɪd//'ækəled/ - n. 嘉奖；赞许 - 册封爵士的仪式(用剑面在肩上轻拍一下) - (连结几行谱表的)连谱号 - (窗、门上方的)桃尖拱形线脚，窗或门顶葱形拱线饰 时 态: accoladed, accolading, accolades..."
38,accompaniment,/ə'kʌmp(ə)nɪm(ə)nt//ə'kʌmpənɪmənt/ - n. 伴随物 - 伴奏，伴唱
39,accomplice,"/ə'kʌmplɪs//ə'kɑmplɪs/ n. 从犯, 帮凶, 同谋"
40,accomplishment,"/ə'kʌmplɪʃm(ə)nt//ə'kɑmplɪʃmənt/ - n. 完成，实现 - 技能, (社交上的)才艺 - 成绩；成就；完成的工作"
41,accordance,"/ə'kɔːd(ə)ns//ə'kɔrdns/ n. 一致, 和谐, 符合"
42,accordion,/ə'kɔːdɪən//ə'kɔrdɪən/ n. 手风琴 名 词: accordionist
43,accountancy,/ə'kaʊnt(ə)nsɪ//ə'kaʊntənsi/ - n. 会计工作;会计职业 - 会计学
44,accredit,"/ə'kredɪt//ə'krɛdɪt/ - vt. 官方认可, 接受或同意 - 把…归结于，把…归咎于 - 相信，信以为真 - 委托 - 委任，委派，派遣，派出(使节) - 确认…达到(某规定的)标准，鉴定…为合格 - 认为…具有某种特点，认为…属于 - 褒奖；称赞，赞许 时 态: accredited, accrediting, accredits..."
45,accrue,"/ə'kruː//ə'kru/ - vi. 自然增长或利益增加；产生 - vt. 积累；获得 时 态: accrued, accruing, accrues 名 词: accruement"
46,accumulation,"/əkjuːmjʊ'leɪʃ(ə)n//ə,kjʊmjə'leʃən/ - n. 积累；积攒；积聚；堆积 - 累积量；堆积量 - 堆积物；累积物 - (利润、息金带来的)资本增益；本利滚计；累计额 - 高低两等学位的同时取得..."
47,accused,/əˈkju:zd//ə'kjuzd/ - n. 被告 - adj. 被控告的 - v. 指责；控告（accuse的过去式）
48,accustom,"/ə'kʌstəm//ə'kʌstəm/ vt. 使习惯于 时 态: accustomed, accustoming, accustoms"
49,accustomed,/ə'kʌstəmd//ə'kʌstəmd/ - adj. 惯常的 - 习惯于…的
50,achiever,/ə'tʃi:və/ n. 获得成功的人
51,acidic,/ə'sɪdɪk//ə'sɪdɪk/ - adj. (味)酸的 - 尖刻的，尖酸的，刻薄的 - 酸的，酸性的 - 含有大量硅酸的，含有过量酸性物质的 - 迷幻狂舞的
52,acknowledgement,"/ək'nɑlɪdʒmənt/ - n. 答谢的表示 - 确认收到的信等 - 致谢, 鸣谢"
53,acne,/'æknɪ//'ækni/ n. [医]痤疮，粉刺 形容词: acned
54,acquaint,"/ə'kweɪnt//ə'kwent/ - vt. 使熟悉, 使了解 - 通知, 告知 时 态: acquainted, acquainting, acquaints"
55,acquit,"/ə'kwɪt//ə'kwɪt/ - vt. 宣判…无罪 - 使(自己)作出某种表现 时 态: acquitted, acquitting, acquits 名 词: acquitter"
56,acquittal,/ə'kwɪtəl//ə'kwɪtl/ - n. 宣告无罪 - (义务、职责等的)履行；尽职 - (债务等的)清偿
57,acrimonious,/ˌækrɪ'məʊnɪəs//ˌækrəˈmoniəs/ adj. (尤指争吵)尖酸刻薄的，讥讽的，激烈的 副 词: acrimoniously 名 词: acrimoniousness
58,acronym,/'ækrənɪm//'ækrənɪm/ n. 首字母缩略词 形容词: acronymic or
59,acrylic,/ə'krɪlɪk//ə'krɪlɪk/ adj. [化]丙烯酸的 形容词: acrylic
60,activate,"/'æktɪveɪt//'æktə'vet/ vt. 使活动, 起动, 触发 时 态: activated, activating, activates 名 词: activation 名 词: activator"
61,activism,"/'æktɪvɪz(ə)m//'æktəvɪzəm/ n. 行动(第一)主义,激进主义;触动论 形容词: activistic"
62,actuality,/æktjʊ'ælɪtɪ//ˌæktʃu'æləti/ - n. (常用复数)现状； 实际情况 - 现实性;现实存在; - 纪录片；新闻片；录音报道，实况转播
63,acupuncture,"/'ækjʊ,pʌŋ(k)tʃə//'ækjupʌŋktʃɚ/ - n. 针灸(疗法) - vt. 用针灸术治疗，用针刺法麻醉，对…施行针灸治疗 - adj. 针灸(疗法)的 - n. 针灸师 时 态: acupunctured, acupuncturing, acupunctures 名 词: acupuncturist..."
64,acutely,/əˈkju:tlɪ//ə'kjutli/ adv. 剧烈地；尖锐地
65,ad hoc,"ad hoc ■ adjective & adverb formed, arranged, or done for a particular purpose only. L., lit. 'to this'."
66,adamant,/'ædəm(ə)nt//'ædəmənt/ - adj. 坚定不移的；坚硬无比的；固执的，坚强的 - n. 坚硬的东西；坚石
67,adaptable,"/ə'dæptəb(ə)l//ə'dæptəbl/ - adj. 可适应的,有适应能力的 - 适合的，适宜的 - 可改编的 名 词: adaptability or"
68,adaptation,"/ædəp'teɪʃ(ə)n//ˌædæp'teʃən/ - n. 适应,适合 - 改编，改写 - 改编本，改写本 形容词: adaptational 副 词: adaptationally"
69,added,/'ædɪd/ - adj. 额外的；更多的 - v. 增加（add的过去分词）
70,addicted,/ə'dɪktɪd/ - adj. 沉溺于某种（尤其是不良的）嗜好的；入了迷的，上了瘾的 - v. 使…上瘾（addict的过去分词）
71,addictive,"/ə'dɪktɪv//ə'dɪktɪv/ - adj. 使成瘾的, 上瘾的 - (使人)入迷的，醉心的"
72,additionally,"/ə'dɪʃənli/ adv. 加之,又"
73,additive,/'ædɪtɪv//'ædətɪv/ n. 添加剂
74,adept,/ə'dept//ə'dɛpt/ - adj. 熟练的；擅长…的 - n. 内行；能手 副 词: adeptly 名 词: adeptness
75,adhere,"/əd'hɪə//əd'hɪr/ - vi. 黏附, 附着 - 坚持, 支持 时 态: adhered, adhering, adheres"
76,adherence,/əd'hɪərəns//əd'hɪrəns/ - n. 遵守;遵循；坚持 - (对人、事业等的)忠诚 - 粘附
77,adhesive,"/əd'hiːsɪv//əd'hisɪv/ - n. 黏合剂 - adj. 可黏着的, 黏性的 副 词: adhesively 名 词: adhesiveness"
78,adjacent,/ə'dʒeɪs(ə)nt//ə'dʒesnt/ adj. 邻近的 副 词: adjacently
79,adjective,/'ædʒɪktɪv//'ædʒɪktɪv/ n. 形容词 副 词: adjectively
80,adjoin,"/ə'dʒɒɪn//ə'dʒɔɪn/ - vi. 毗连，邻接 - vt. 毗连，邻接 时 态: adjoined, adjoining, adjoins"
81,adjourn,"/ə'dʒɜːn//ə'dʒɝn/ - vi. 休会；延期；换地方 - vt. 推迟；使…中止；使…延期 时 态: adjourned, adjourning, adjourns 名 词: adjournment"
82,adjustable,/əˈdʒʌstəbl//ə'dʒʌstəbl/ adj. 可调整的，可调节的
83,admirer,/ədˈmaɪərə//əd'maɪərɚ/ - n. 赞赏者;羡慕者；崇拜者 - (女子的)爱慕者，追求者
84,admittedly,"/əd'mɪtɪdlɪ//əd'mɪtɪdli/ adv. 诚然;确实地, 无可否认地"
85,adolescence,/ædə'les(ə)ns//ˌædə'lɛsns/ n. 青春期(一般指成年以前由13至15的发育期)
86,adorable,"/ə'dɔːrəb(ə)l//ə'dɔrəbl/ - adj. 值得崇拜的 - 可爱的,讨人喜欢的 名 词: adorability or 副 词: adorably"
87,adore,"/ə'dɔː//ə'dɔr/ - vt. 爱慕; 崇拜 - 非常喜欢 时 态: adored, adoring, adores 名 词: adorer 副 词: adoringly"
88,adoring,"/ə'dɔrɪŋ/ adj. 崇拜的,敬慕的"
89,adorn,"/ə'dɔːn//ə'dɔrn/ vt. 装饰；使生色 时 态: adorned, adorning, adorns 名 词: adorner"
90,adrenalin,/əˈdrenəlin//ə'drɛnlən/ n. 肾上腺素
91,adrift,"/ə'drɪft//ə'drɪft/ - adj.&adv. 漂泊的(地), 漂流的(地) - 漫无目的(地),随波逐流的(地), - 脱开着的(地)；松动着的(地) - 偏离的(地)；出了差错的(地) - 不联系的(地)；不接触的(地) - 把某人逐出家门;使某人漂泊无依..."
92,adultery,/ə'dʌlt(ə)rɪ//ə'dʌltəri/ n. 通奸，通奸行为
93,adulthood,/'ædʌlthʊd/ n. 成人期
94,advancement,/əd'vɑːnsm(ə)nt//əd'vænsmənt/ - n. (级别的)晋升，提升，提拔 - 前进;进展;促进 - 增加；提高
95,advantageous,/ædvən'teɪdʒəs//'ædvən'tedʒəs/ adj. 有利的 副 词: advantageously 名 词: advantageousness
96,adventurer,"/əd'ventʃ(ə)rə//əd'vɛntʃərɚ/ - n. 探险家, 冒险家 - 投机取巧者；投机商 - n. 女冒险家；女骗子"
97,adventurous,/əd'ventʃ(ə)rəs//əd'vɛntʃərəs/ - adj. 爱冒险的 - 大胆的；敢做敢为的 - 充满危险的 副 词: adventurously 名 词: adventurousness
98,adversary,"/'ædvəs(ə)rɪ//'ædvɚsɛri/ n. 对手, 敌手"
99,adversity,/əd'vɜːsɪtɪ//əd'vɝsəti/ - n. 逆境;厄运;(经济方面的)窘境 - (常作-ties)不灾祸;灾难;幸
100,advertiser,/ˈædvətaɪzə//'ædvɚtaɪzɚ/ n. 登广告的人
101,advisable,/əd'vaɪzəb(ə)l//əd'vaɪzəbl/ adj. 明智的; 可取的 名 词: advisability or 副 词: advisably
102,advocacy,/'ædvəkəsɪ//'ædvəkəsi/ n. 拥护；主张；辩护
103,aerial,"/'eərɪəl//'ɛrɪəl/ - adj. 空气的, 空中的 - 存在或悬浮于空中的, 架空的 - n. 天线"
104,aerobic,/eə'rəʊbɪk//ɛ'robɪk/ adj. 需氧的；增氧健身法的 副 词: aerobically
105,aerobics,"/eəˈrəʊbɪks//ɛ'robɪks/ n. 有氧健身法,健美操"
106,aerosol,/'eərəsɒl//'ɛrəsɔl/ - n. 喷雾器；气雾剂；浮质；气溶胶 - adj. 喷雾器的；喷雾的
107,aesthetics,"/iːs'θetɪks//ɛs'θɛtɪks/ n. 美学,美术理论,审美学,美的哲学"
108,affable,/'æfəb(ə)l//'æfəbl/ adj. 和蔼可亲的；友善的 名 词: affability 副 词: affably
109,affectionate,"/ə'fekʃ(ə)nət//ə'fɛkʃənət/ adj. 慈爱的,充满深情的,温柔亲切的 副 词: affectionately 名 词: affectionateness"
110,affidavit,"/ˌæfɪ'deɪvɪt//ˌæfə'devɪt/ n. 宣誓书,(经陈述者宣誓在法律上可采作证据的)书面陈述"
111,affiliated,"/ə'fɪlɪetɪd/ adj. 附属的,有关连的"
112,affiliation,"/əfɪlɪ'eɪʃ(ə)n//ə,fɪlɪ'eʃən/ - n. 联系;从属关系 - 附属机构，隶属机构，分公司，分会，分部 - 接纳，入会，交往，社会交际关系 - 亲和性，群聚性 - 亲父鉴定..."
113,affinity,/ə'fɪnɪtɪ//ə'fɪnəti/ n. 吸引力；姻亲关系；密切关系；类同
114,affirmative,/ə'fɜːmətɪv//ə'fɝmətɪv/ - adj. 肯定的 - (对辩论问题)表示赞成的，认可的 - (态度、方法等)积极的，正面的 - 乐观的，抱有希望的 - 敢说的；自信的；确信的 - (命题)肯定的，断言的 - n. 肯定词；肯定语；肯定表达法 - 肯定命题；肯定的陈述 - (the ～)(投票或辩论中)赞成的一方 - 表示赞成，以肯定方式 - 作肯定回答，说“是” - (在辩论时)站在赞成的一方 副 词: affirmatively...
115,afflict,"/ə'flɪkt//ə'flɪkt/ vt. 折磨；使痛苦；使苦恼 时 态: afflicted, afflicting, afflicts 名 词: afflicter 形容词: afflictive 副 词: afflictively"
116,affliction,/ə'flɪkʃ(ə)n//əˈflɪkʃən/ n. 折磨；苦恼；苦难
117,affluent,/'æflʊənt//'æfluənt/ - adj. 富裕的；丰富的；流畅的 - n. 支流；富人 副 词: affluently
118,affordable,"/əˈfɔ:dəbəl//ə'fɔrdəbl/ - adj. 付得起的, 不太昂贵的 - adv. 不太昂贵地 名 词: affordability 副 词: affordably"
119,affront,"/ə'frʌnt//ə'frʌnt/ - vt. 公开侮辱；冒犯，有意冒犯；面对 - n. 轻蔑；公开侮辱 时 态: affronted, affronting, affronts"
120,afield,/ə'fiːld//ə'fild/ adv. 在战场上；去野外；在远处；远离著
121,afloat,"/ə'fləʊt//ə'flot/ - adj. & adv. 浮在水面(的) - 在船上(的);在海上(的) - 漂流着的 - 浸满水的 - 漂浮不定, (计划等)尚未定案 - 在流传中的 - 未处于绝境地, 幸存地..."
122,afoot,/ə'fʊt//ə'fʊt/ - adj. 在进行中的；徒步的；准备中 - adv. 在进行中，在准备中
123,aforementioned,"/əfɔː'menʃənd//ə,fɔr'mɛnʃənd/ adj. 前面提到的,上述的"
124,Afro,/ˈæfrəu//ˈæfro/ - n. 圆蓬式发型；非洲式发型 - adj. 圆蓬式的；[口]（美国）黑人的
125,Afro-Caribbean,/ˌæfrəʊˌkærəˈbi:ən//ˌæfroˌkærəˈbiən/ adj. 加勒比黑人的
126,aft,/ɑːft//æft/ adv. 在(船或飞行器)尾部；靠(船或飞行器)尾部；在(船或飞行器)尾部
127,after hours,adv. 下班；工作完毕后
128,after-school,"/'a:ftəsku:l//ˈæftɚˈskul/ adj. 课外的,供课外活动用的"
129,age group,n. 年龄组;两个年龄段之间的人
130,age of consent,n. 承诺年龄
131,age-old,/'eidʒəuld//ˈedʒˈold/ adj. 古老的，久远的，存在很久的，由来已久的
132,aggravate,"/'ægrəveɪt//'æɡrəvet/ - vt. 使恶化, 使更严重 - 激怒, 使恼火 时 态: aggravated, aggravating, aggravates 副 词: aggravatingly 形容词: aggravative 名 词: aggravator..."
133,aggressor,/ə'gresə//ə'ɡrɛsɚ/ n. 侵略者;挑衅者;侵略国
134,aggrieved,/ə'griːvd//ə'ɡrivd/ - adj. 受委屈的，显露委屈神情的 - 愤愤不平的 - 被伤害的 - (在合法权利方面)受侵害的，被剥夺合法权利的；冤枉的，含冤的，受冤屈的 副 词: aggrievedly 名 词: aggrievedness...
135,agile,/'ædʒaɪl//'ædʒl/ - adj. 灵巧的，轻快的，活跃的 - 灵活的，头脑灵敏的，动作敏捷的 - 机敏的，活泼的 副 词: agilely 名 词: agileness
136,agitate,"/'ædʒɪteɪt//'ædʒə'tet/ - vt. 摇动；骚动；使…激动 - vi. 煽动 时 态: agitated, agitating, agitates 副 词: agitatedly 形容词: agitative"
137,AGM,/ˌei dʒi: 'em/ abbr. Air to Ground Missile 空对地导弹
138,agonizing,/ˈæ gənaɪzɪŋ//'ægə'naɪzɪŋ/ adj. 使人极度痛苦的；使人苦闷的;使人烦恼的
139,agrarian,"/ə'greərɪən//ə'ɡrɛrɪən/ - adj. 农业的, 土产的；土地的 - 农民的，由农民组成的 - 农村的 - n. 平均地权论者 副 词: agrarianly"
140,agreeable,"/ə'griːəb(ə)l//ə'ɡriəbl/ - adj. 欣然同意的 - 令人愉快的, 惬意的 名 词: agreeability or 副 词: agreeably"
141,agreed,/ə'griːd//ə'grid/ - adj. 同意的；通过协议的 - v. 同意；赞成（agree的过去式）
142,aground,/ə'graʊnd//ə'ɡraʊnd/ - adv. 搁浅地；地面上 - adj. 搁浅的；地面上的
143,ailing,/'eɪlɪŋ//'elɪŋ/ - adj. 生病的，身体不舒服的；体衰的 - v. 生病；苦恼（ail的ing形式）
144,ailment,/'eɪlm(ə)nt//'elmənt/ n. 小病；不安
145,aimless,/'eɪmlɪs//'emləs/ adj. 没有目标的，无目的的 副 词: aimlessly 名 词: aimlessness
146,airbase,/'ɛrbes/ n. 空军基地
147,air-conditioned,"adj. 备有空气调节装置的,装有空气调节器的"
148,air conditioning,空调；空气调节
149,air power,/'εəpauə//ˈɛrˌpaʊɚ/ n. 空军力量
150,air raid,air raid ■ noun an attack in which bombs are dropped from aircraft on to a ground target.
151,air strike,1. N-COUNT可数名词 An air strike is an attack by military aircraft in which bombs are dropped. 空袭 A senior defense official said last night that they would continue the air strikes. 一位高级国防官员昨晚说他们将继续空袭。...
152,air traffic controller,"1. N-COUNT可数名词 An air traffic controller is someone whose job is to organize the routes that aircraft should follow, and to tell pilots by radio which routes they should take. 空中交通管理员..."
153,airborne,/'eəbɔːn//'ɛr'bɔrn/ adj. 空运的；空气传播的；风媒的
154,aircraft carrier,n. 航空母舰；全能篮球中锋
155,airfield,/'eəfiːld//'ɛrfild/ n. (较小的无建筑的)飞机场
156,airliner,/'eəlaɪnə//'ɛrlaɪnɚ/ n. 班机；大型客机
157,airman,/'eəmən//'ɛrmən/ n. 飞行员，空军士兵
158,airship,"/'eəʃɪp//'ɛr'ʃɪp/ n. 飞艇,飞船"
159,airstrip,/'eəstrɪp//'ɛr'strɪp/ n. 飞机跑道
160,airwaves,/'eəweɪvz/ n. 电视广播
161,airy,"/'eərɪ//'ɛri/ - adj. 空气的;大气的 - 空中的;高耸入云的 - 通风的，空气新鲜的 - 虚幻的;出于空想的 - 轻而薄的 - 轻快的;优美的 - 快活的;欢乐的 - 做作的;高傲的 - 轻率的 比较级: airier, airiest 副 词: airily 名 词: airiness..."
162,aisle,"/aɪl//aɪl/ n. 过道, 通道"
163,aka,/'e 'ke 'e/ abbr. 又叫做，亦称（also known as）
164,akin,/ə'kɪn//ə'kɪn/ adj. 同族的；同类的；类似的
165,alarmed,/əˈlɑ:md//ə'lɑrmd/ - adj. 受惊的；焦虑的；惊恐的 - v. 报警（alarm的过去式及过去分词）
166,alas,/ə'læs//ə'læs/ int. 唉（表悲伤、遗憾、恐惧、关切等等）
167,alcoholism,/'ælkəhɒlɪz(ə)m//'ælkəhɔlɪzəm/ n. 酒精中毒
168,alcove,/'ælkəʊv//'ælkov/ n. 凹室；壁龛
169,ale,/eɪl//el/ n. 麦芽酒 ALE原子层外延
170,algae,/'ælɡədʒiː//'ældʒi/ n. 藻类；海藻
171,alias,/'eɪlɪəs//'elɪəs/ - n. 别名，化名 - adv. 别名叫；化名为
172,alibi,/'ælɪbaɪ//'æləbaɪ/ - n. 托辞；犯罪现场；辩解 - vi. 辩解；找借口 - vt. 为…辩解
173,alight,"/ə'laɪt//ə'laɪt/ - vi. 飞落 - 突然注意到；偶然发现(或想到) - adj. 点着的, 照亮的 时 态: alighted, alit alighting, alights 副 词: alight"
174,align,/ə'laɪn//ə'laɪn/ - vt. 使结盟；使成一行；匹配 - vi. 排列；排成一行 时 态: alignedalso alined aligningalining alignsalines 名 词: aligner
175,alignment,/ə'laɪnm(ə)nt//ə'laɪnmənt/ n. 排成直线
176,alkaline,/'ælkəlaɪn//'ælkə'laɪn/ adj. [化]碱性的，碱的
177,Allah,"/'ælə/ n. 安拉,真主"
178,all-American,"/ˌɔ:ləˈmerɪkən//ˌɔləˈmɛrɪkən/ adj. 全美国的,全美洲的"
179,allay,"/ə'leɪ//ə'le/ vt. 减轻；使缓和；使平静 时 态: allayed, allaying, allays 名 词: allayer"
180,allegiance,"/ə'liːdʒ(ə)ns//ə'lidʒəns/ n. 拥护, 忠诚 形容词: allegiant"
181,allergic,/ə'lɜːdʒɪk//ə'lɝdʒɪk/ adj. 过敏的
182,alleviate,"/ə'liːvɪeɪt//ə'livɪ'et/ vt. 减轻, 缓解, 缓和 时 态: alleviated, alleviating, alleviates 名 词: alleviation 名 词: alleviator"
183,alley,/'ælɪ//'æli/ n. 小径；小巷；小路
184,alleyway,"/'ælɪweɪ//'ælɪ,we/ n. 小巷；窄街；胡同；走廊"
185,alligator,/'ælɪgeɪtə//'ælɪɡetɚ/ n. 短吻鳄
186,allocation,"/ælə'keɪʃ(ə)n//ˌælə'keʃən/ - n. 配给, 分配, 拨出 - 分配额(或量)"
187,allot,"/ə'lɒt//ə'lɑt/ vt. 分配, 拨给, 摊派 时 态: allotted, allotting, allots 名 词: allotter"
188,allotment,"/ə'lɒtm(ə)nt//ə'lɑtmənt/ - n. 分配,分派,拨款 - 份额；份儿;分配物 - (从军饷或海员薪水中扣除的)养家费"
189,all out,"全力以赴, 竭尽全力"
190,alloy,"/'ælɒɪ//'ælɔɪ/ - vt. 使减低成色；使成合金 - n. 合金 - vi. 易于铸成合金 时 态: alloyed, alloying, alloys"
191,all-rounder,/'ɔ:lraundə//ˈ ɔlˈraʊndɚ/ n. 全能选手;多面手
192,all-star,/'ɔ:lstɑ://ˈɔlˌstɑr/ adj. 明星云集的
193,all-time,"/'ɔ:ltaim//ˈɔlˈtaɪm/ adj. 空前的,创记录的"
194,allude,"/ə'l(j)uːd//ə'lʊd/ vi. 提及, 暗指 时 态: alluded, alluding, alludes"
195,allure,"/ə'ljʊə//ə'lɪʊr/ - vt. 吸引；引诱，诱惑 - n. 诱惑力 - vi. 诱人，吸引人 时 态: allured, alluring, allures 名 词: allurement 名 词: allurer 副 词: alluringly..."
196,alluring,"/ə'l(j)ʊərɪŋ/ adj. 诱惑的, 迷人的"
197,allusion,"/ə'luːʒ(ə)n//ə'lʊʒən/ n. 暗指, 间接提到"
198,almighty,"/ɔːl'maɪtɪ//ɔl'maɪti/ - adj. 全能的, 万能的 - 很大的, 很强的 副 词: almightily"
199,almond,"/'ɑːmənd//'ɑmənd/ - n. 杏树;杏仁 - 杏仁状的东西 - 杏仁色,淡黄褐色 - adj. 杏仁制的 - 杏仁味的 - 杏仁状(或色)的"
